Condition  Subject  Replication  Time    Moment 
    1    4    1    0.9941   -4.4321
    1    4    1    0.9980    0.3073
    1    4    2    0.0020   -2.2233
    1    4    2    0.0059   -4.6344
    1    4    2    0.0098   -3.1423
    1    4    2    0.0137   -0.7527
    1    4    2    0.0176   -5.1459
    1    4    2    0.0215   -0.1431
    1    4    2    0.0254    3.2120
    1    4    2    0.0293   -5.5944
    1    4    2    0.0332   -0.1437
    1    4    2    0.0371   -3.1614
    1    4    2    0.0410    5.3442
    1    4    2    0.0449   -2.8424
    1    4    2    0.0488   -0.3455
    1    4    2    0.0527   -2.1877
    1    4    2    0.0566   -9.9936
    1    4    2    0.0605   -2.2106
    1    4    2    0.0645    1.9658
    1    4    2    0.0684    3.7672
    1    4    2    0.0723   -6.5668
    1    4    2    0.0762   -4.7726
    1    4    2    0.0801   -2.6004
    1    4    2    0.0840    0.1066
    1    4    2    0.0879   -0.3404
    1    4    2    0.0918   -2.6990
    1    4    2    0.0957   -4.1232
    1    4    2    0.0996   -3.5324
    1    4    2    0.1035    0.7401
    1    4    2    0.1074    3.7427
    1    4    2    0.1113    7.4467
    1    4    2    0.1152    3.5717
    1    4    2    0.1191    3.8175
    1    4    2    0.1230    9.0029
    1    4    2    0.1270    3.9700
    1    4    2    0.1309    4.2726
    1    4    2    0.1348   11.7868
    1    4    2    0.1387   11.2925
    1    4    2    0.1426    7.2191
    1    4    2    0.1465   13.9173
    1    4    2    0.1504   12.3280
    1    4    2    0.1543   10.6179
    1    4    2    0.1582   16.1379
    1    4    2    0.1621   17.6893
    1    4    2    0.1660   10.7944
    1    4    2    0.1699   15.1174
    1    4    2    0.1738   17.7450
    1    4    2    0.1777   16.3479
    1    4    2    0.1816   16.2508
    1    4    2    0.1855   22.4214
    1    4    2    0.1895   19.3994
    1    4    2    0.1934   16.1380
    1    4    2    0.1973   21.0400
    1    4    2    0.2012   24.4675
    1    4    2    0.2051   21.6448
    1    4    2    0.2090   15.3865
    1    4    2    0.2129   21.8286
    1    4    2    0.2168   14.0865
    1    4    2    0.2207   18.5277
    1    4    2    0.2246   16.4238
    1    4    2    0.2285   15.8065
    1    4    2    0.2324   16.8395
    1    4    2    0.2363   17.8127
    1    4    2    0.2402   15.1037
    1    4    2    0.2441   16.2931
    1    4    2    0.2480   19.1238
    1    4    2    0.2520    8.0820
    1    4    2    0.2559   12.2871
    1    4    2    0.2598    7.8774
    1    4    2    0.2637    8.9561
    1    4    2    0.2676   14.2286
    1    4    2    0.2715    8.7344
    1    4    2    0.2754    4.0948
    1    4    2    0.2793    5.6988
    1    4    2    0.2832    1.8351
    1    4    2    0.2871    9.2532
    1    4    2    0.2910    3.3526
    1    4    2    0.2949    5.3297
    1    4    2    0.2988    1.5224
    1    4    2    0.3027    7.8584
    1    4    2    0.3066    0.2582
    1    4    2    0.3105    5.5106
    1    4    2    0.3145    3.9323
    1    4    2    0.3184    6.8740
    1    4    2    0.3223    1.6604
    1    4    2    0.3262    1.5742
    1    4    2    0.3301   -4.0554
    1    4    2    0.3340   -3.5942
    1    4    2    0.3379   -1.6698
    1    4    2    0.3418   -2.5227
    1    4    2    0.3457    0.2859
    1    4    2    0.3496   -1.8351
    1    4    2    0.3535    0.5801
    1    4    2    0.3574   -0.0864
    1    4    2    0.3613   -2.2318
    1    4    2    0.3652   -1.2425
    1    4    2    0.3691   -2.7725
    1    4    2    0.3730   -1.9434
    1    4    2    0.3770   -4.4439
    1    4    2    0.3809    3.2101
    1    4    2    0.3848   -0.2157
    1    4    2    0.3887    1.4699
    1    4    2    0.3926   -1.1382
    1    4    2    0.3965   -2.9888
    1    4    2    0.4004    2.4774
    1    4    2    0.4043    2.6187
    1    4    2    0.4082   -3.4931
    1    4    2    0.4121   -0.9936
    1    4    2    0.4160   -1.0313
    1    4    2    0.4199   -0.6484
    1    4    2    0.4238   -0.5987
    1    4    2    0.4277   -0.7833
    1    4    2    0.4316    0.5220
    1    4    2    0.4355    1.4699
    1    4    2    0.4395   -1.1826
    1    4    2    0.4434    0.4410
    1    4    2    0.4473    1.7057
    1    4    2    0.4512   -0.1496
    1    4    2    0.4551    1.5859
    1    4    2    0.4590    5.6460
    1    4    2    0.4629    3.3263
    1    4    2    0.4668    8.5766
    1    4    2    0.4707    1.6928
    1    4    2    0.4746    3.6466
    1    4    2    0.4785    6.2538
    1    4    2    0.4824    6.8872
    1    4    2    0.4863    0.9492
    1    4    2    0.4902    4.6092
    1    4    2    0.4941    3.1899
    1    4    2    0.4980    9.5584
    1    4    2    0.5020    6.4412
    1    4    2    0.5059    6.5647
    1    4    2    0.5098    8.0151
    1    4    2    0.5137    7.7200
    1    4    2    0.5176    9.8488
    1    4    2    0.5215    8.7273
    1    4    2    0.5254   12.1560
    1    4    2    0.5293    5.9826
    1    4    2    0.5332    9.6335
    1    4    2    0.5371    9.7560
    1    4    2    0.5410   10.1746
    1    4    2    0.5449    4.4392
    1    4    2    0.5488   10.5806
    1    4    2    0.5527   10.8214
    1    4    2    0.5566   10.8729
    1    4    2    0.5605   10.8581
    1    4    2    0.5645   12.5506
    1    4    2    0.5684    1.9327
    1    4    2    0.5723    6.5131
    1    4    2    0.5762   10.1476
    1    4    2    0.5801    4.0441
    1    4    2    0.5840    6.8966
    1    4    2    0.5879    3.3684
    1    4    2    0.5918    5.3106
    1    4    2    0.5957    2.2141
    1    4    2    0.5996    3.0948
    1    4    2    0.6035    4.7550
    1    4    2    0.6074   -1.4290
    1    4    2    0.6113   -0.3953
    1    4    2    0.6152   -2.1903
    1    4    2    0.6191   -0.8798
    1    4    2    0.6230    3.1785
    1    4    2    0.6270    2.3548
    1    4    2    0.6309    0.0404
    1    4    2    0.6348    2.7220
    1    4    2    0.6387    0.4410
    1    4    2    0.6426    3.0429
    1    4    2    0.6465    6.5256
    1    4    2    0.6504    7.6264
    1    4    2    0.6543    0.8165
    1    4    2    0.6582    7.2585
    1    4    2    0.6621   -0.3920
    1    4    2    0.6660   10.0675
    1    4    2    0.6699    8.4188
    1    4    2    0.6738    7.6270
    1    4    2    0.6777    6.3337
    1    4    2    0.6816    9.2889
    1    4    2    0.6855    4.2005
    1    4    2    0.6895   12.0834
    1    4    2    0.6934    8.1720
    1    4    2    0.6973   10.1718
    1    4    2    0.7012    5.8730
    1    4    2    0.7051    4.0051
    1    4    2    0.7090    9.7096
    1    4    2    0.7129    3.0286
    1    4    2    0.7168    6.8551
    1    4    2    0.7207    7.8519
    1    4    2    0.7246    9.9082
    1    4    2    0.7285    7.1512
    1    4    2    0.7324    4.0283
    1    4    2    0.7363    7.1025
    1    4    2    0.7402    4.6547
    1    4    2    0.7441    7.9469
    1    4    2    0.7480    0.6104
    1    4    2    0.7520   10.9351
    1    4    2    0.7559    1.9259
    1    4    2    0.7598   -4.3317
    1    4    2    0.7637    7.2779
    1    4    2    0.7676    5.7422
    1    4    2    0.7715    2.7907
    1    4    2    0.7754    3.1146
    1    4    2    0.7793    3.5173
    1    4    2    0.7832    4.7074
    1    4    2    0.7871    2.6350
    1    4    2    0.7910    7.5947
    1    4    2    0.7949    2.7698
    1    4    2    0.7988   -0.0318
    1    4    2    0.8027    0.8698
    1    4    2    0.8066    5.6912
    1    4    2    0.8105    3.1134
    1    4    2    0.8145    1.1581
    1    4    2    0.8184    8.5178
    1    4    2    0.8223    2.2428
    1    4    2    0.8262    1.6843
    1    4    2    0.8301   -0.6800
    1    4    2    0.8340    5.6161
    1    4    2    0.8379    6.7734
    1    4    2    0.8418    5.9563
    1    4    2    0.8457    7.9322
    1    4    2    0.8496   -1.2022
    1    4    2    0.8535    3.0791
    1    4    2    0.8574    4.0819
    1    4    2    0.8613   10.2051
    1    4    2    0.8652    9.3370
    1    4    2    0.8691    5.9631
    1    4    2    0.8730    8.9851
    1    4    2    0.8770    7.7911
    1    4    2    0.8809    8.0147
    1    4    2    0.8848    6.2203
    1    4    2    0.8887   13.6927
    1    4    2    0.8926    9.2411
    1    4    2    0.8965   10.6159
    1    4    2    0.9004    5.6423
    1    4    2    0.9043    7.2194
    1    4    2    0.9082    5.7122
    1    4    2    0.9121    8.7234
    1    4    2    0.9160   12.7338
    1    4    2    0.9199   14.6611
    1    4    2    0.9238    4.7473
    1    4    2    0.9277    8.0103
    1    4    2    0.9316    5.3142
    1    4    2    0.9355    9.0909
    1    4    2    0.9395    6.0950
    1    4    2    0.9434    9.7224
    1    4    2    0.9473    4.1748
    1    4    2    0.9512    7.7629
    1    4    2    0.9551    7.6760
    1    4    2    0.9590    9.4655
    1    4    2    0.9629    9.1511
    1    4    2    0.9668    9.7084
    1    4    2    0.9707   10.8269
    1    4    2    0.9746   11.3461
    1    4    2    0.9785   12.3399
    1    4    2    0.9824    8.0753
    1    4    2    0.9863    8.1729
    1    4    2    0.9902    6.7804
    1    4    2    0.9941   11.4248
    1    4    2    0.9980    3.4524
    1    4    3    0.0020   -0.4663
    1    4    3    0.0059    2.2904
    1    4    3    0.0098    4.7893
    1    4    3    0.0137    0.7522
    1    4    3    0.0176    1.1475
    1    4    3    0.0215    6.3289
    1    4    3    0.0254   -0.1240
    1    4    3    0.0293    0.0192
    1    4    3    0.0332   -2.2706
    1    4    3    0.0371    1.1910
    1    4    3    0.0410    2.1517
    1    4    3    0.0449    1.1303
    1    4    3    0.0488   -0.6241
    1    4    3    0.0527    1.4512
    1    4    3    0.0566   -7.2503
    1    4    3    0.0605   -2.3037
    1    4    3    0.0645    8.5211
    1    4    3    0.0684    2.7559
    1    4    3    0.0723   -1.6851
    1    4    3    0.0762   -3.5987
    1    4    3    0.0801    2.9833
    1    4    3    0.0840   -2.0271
    1    4    3    0.0879    0.8402
    1    4    3    0.0918   -0.3505
    1    4    3    0.0957    1.4471
    1    4    3    0.0996   -0.1257
    1    4    3    0.1035    7.0612
    1    4    3    0.1074    7.0923
    1    4    3    0.1113    7.0616
    1    4    3    0.1152    4.9858
    1    4    3    0.1191    1.6403
    1    4    3    0.1230    6.9632
    1    4    3    0.1270    3.5045
    1    4    3    0.1309    8.3398
    1    4    3    0.1348    4.3875
    1    4    3    0.1387   12.6032
    1    4    3    0.1426   12.1112
    1    4    3    0.1465   15.8126
    1    4    3    0.1504   15.7809
    1    4    3    0.1543   16.2458
    1    4    3    0.1582   12.9294
    1    4    3    0.1621   17.1695
    1    4    3    0.1660   14.6366
    1    4    3    0.1699   16.9769
    1    4    3    0.1738   20.4437
    1    4    3    0.1777   17.5315
    1    4    3    0.1816   13.1318
    1    4    3    0.1855   16.7156
    1    4    3    0.1895   18.8580
    1    4    3    0.1934   26.3118
    1    4    3    0.1973   26.6258
    1    4    3    0.2012   19.1661
    1    4    3    0.2051   18.5430
    1    4    3    0.2090   21.0832
    1    4    3    0.2129   16.1745
    1    4    3    0.2168   14.6190
    1    4    3    0.2207   18.4344
    1    4    3    0.2246   21.2961
    1    4    3    0.2285   21.7772
    1    4    3    0.2324   23.1590
    1    4    3    0.2363   17.7246
    1    4    3    0.2402   17.3194
    1    4    3    0.2441   18.2534
    1    4    3    0.2480   20.9357
    1    4    3    0.2520   16.8171
    1    4    3    0.2559   17.4184
    1    4    3    0.2598   16.6407
    1    4    3    0.2637   14.6776
    1    4    3    0.2676   23.1910
    1    4    3    0.2715   10.4194
    1    4    3    0.2754   14.5724
    1    4    3    0.2793   14.1590
    1    4    3    0.2832   17.8099
    1    4    3    0.2871   11.0577
    1    4    3    0.2910   21.3508
    1    4    3    0.2949   14.4748
    1    4    3    0.2988   13.6670
    1    4    3    0.3027   11.4354
    1    4    3    0.3066   14.4704
    1    4    3    0.3105   14.4851
    1    4    3    0.3145   14.5998
    1    4    3    0.3184   11.6207
    1    4    3    0.3223    9.9723
    1    4    3    0.3262    7.4675
    1    4    3    0.3301    7.6887
    1    4    3    0.3340    8.2046
    1    4    3    0.3379    9.0434
    1    4    3    0.3418   10.5983
    1    4    3    0.3457    9.4478
    1    4    3    0.3496    8.7033
    1    4    3    0.3535    3.3896
    1    4    3    0.3574   10.3557
    1    4    3    0.3613    7.4552
    1    4    3    0.3652    8.3658
    1    4    3    0.3691    7.0526
    1    4    3    0.3730    9.6820
    1    4    3    0.3770    7.4139
    1    4    3    0.3809   11.1665
    1    4    3    0.3848    3.4327
    1    4    3    0.3887   11.6013
    1    4    3    0.3926    3.6514
    1    4    3    0.3965    1.3806
    1    4    3    0.4004    8.9650
    1    4    3    0.4043    0.9141
    1    4    3    0.4082    6.2443
    1    4    3    0.4121    1.5660
    1    4    3    0.4160    4.1356
    1    4    3    0.4199    6.7562
    1    4    3    0.4238    1.3238
    1    4    3    0.4277   -3.7905
    1    4    3    0.4316    4.3744
    1    4    3    0.4355   11.0055
    1    4    3    0.4395    5.6758
    1    4    3    0.4434    9.7533
    1    4    3    0.4473    8.2259
    1    4    3    0.4512   13.5594
    1    4    3    0.4551    9.0862
    1    4    3    0.4590   11.1653
    1    4    3    0.4629   13.6876
    1    4    3    0.4668    8.0471
    1    4    3    0.4707    8.2401
    1    4    3    0.4746   13.4742
    1    4    3    0.4785   14.0694
    1    4    3    0.4824   13.8342
    1    4    3    0.4863   13.2988
    1    4    3    0.4902   16.6981
    1    4    3    0.4941   10.8254
    1    4    3    0.4980   11.9582
    1    4    3    0.5020   13.7653
    1    4    3    0.5059   15.4936
    1    4    3    0.5098   14.3470
    1    4    3    0.5137   14.5520
    1    4    3    0.5176   13.8492
    1    4    3    0.5215   16.2017
    1    4    3    0.5254   23.3251
    1    4    3    0.5293   17.4817
    1    4    3    0.5332    8.7805
    1    4    3    0.5371   17.3206
    1    4    3    0.5410   18.5849
    1    4    3    0.5449   17.3103
    1    4    3    0.5488   19.6788
    1    4    3    0.5527   10.5707
    1    4    3    0.5566    7.6463
    1    4    3    0.5605   14.2666
    1    4    3    0.5645   13.7344
    1    4    3    0.5684   14.1554
    1    4    3    0.5723   11.7345
    1    4    3    0.5762    7.7386
    1    4    3    0.5801    3.9535
    1    4    3    0.5840    5.6901
    1    4    3    0.5879    4.4358
    1    4    3    0.5918    9.9643
    1    4    3    0.5957    6.6885
    1    4    3    0.5996    2.2133
    1    4    3    0.6035    7.2213
    1    4    3    0.6074    0.7940
    1    4    3    0.6113   -0.8519
    1    4    3    0.6152    2.4010
    1    4    3    0.6191    1.4404
    1    4    3    0.6230    2.9158
    1    4    3    0.6270    7.7524
    1    4    3    0.6309   -1.1731
    1    4    3    0.6348    7.0810
    1    4    3    0.6387    5.8394
    1    4    3    0.6426    3.8864
    1    4    3    0.6465    1.5187
    1    4    3    0.6504    4.7007
    1    4    3    0.6543    3.7517
    1    4    3    0.6582   -0.5942
    1    4    3    0.6621    4.7030
    1    4    3    0.6660   13.8548
    1    4    3    0.6699    7.0075
    1    4    3    0.6738    9.8794
    1    4    3    0.6777   16.0383
    1    4    3    0.6816    6.5887
    1    4    3    0.6855    9.0099
    1    4    3    0.6895   17.4829
    1    4    3    0.6934   10.8600
    1    4    3    0.6973   11.6351
    1    4    3    0.7012   14.6088
    1    4    3    0.7051    7.6091
    1    4    3    0.7090   13.4515
    1    4    3    0.7129   15.8057
    1    4    3    0.7168   14.4761
    1    4    3    0.7207   13.1510
    1    4    3    0.7246   13.8763
    1    4    3    0.7285   10.8529
    1    4    3    0.7324   11.4384
    1    4    3    0.7363   13.9390
    1    4    3    0.7402    6.0320
    1    4    3    0.7441    6.5144
    1    4    3    0.7480    6.5374
    1    4    3    0.7520    4.5893
    1    4    3    0.7559    6.0647
    1    4    3    0.7598    2.9328
    1    4    3    0.7637    8.1520
    1    4    3    0.7676    8.7161
    1    4    3    0.7715    1.2840
    1    4    3    0.7754    4.8393
    1    4    3    0.7793    3.5761
    1    4    3    0.7832    4.3230
    1    4    3    0.7871    0.8357
    1    4    3    0.7910    2.3142
    1    4    3    0.7949    0.2267
    1    4    3    0.7988   -3.0503
    1    4    3    0.8027    2.8608
    1    4    3    0.8066    0.5275
    1    4    3    0.8105    5.4916
    1    4    3    0.8145    6.4375
    1    4    3    0.8184    1.5124
    1    4    3    0.8223   -2.8842
    1    4    3    0.8262   -1.6264
    1    4    3    0.8301    0.7474
    1    4    3    0.8340   -2.3796
    1    4    3    0.8379    0.8509
    1    4    3    0.8418    1.6869
    1    4    3    0.8457    4.6345
    1    4    3    0.8496    7.2181
    1    4    3    0.8535    4.8852
    1    4    3    0.8574   -0.9492
    1    4    3    0.8613    2.1077
    1    4    3    0.8652   -0.6628
    1    4    3    0.8691   -0.7492
    1    4    3    0.8730    4.3425
    1    4    3    0.8770    3.6168
    1    4    3    0.8809   -2.6747
    1    4    3    0.8848    0.8907
    1    4    3    0.8887   -0.8712
    1    4    3    0.8926    2.5638
    1    4    3    0.8965    3.3309
    1    4    3    0.9004    4.3587
    1    4    3    0.9043   -1.2403
    1    4    3    0.9082    2.3118
    1    4    3    0.9121    4.5527
    1    4    3    0.9160    0.2749
    1    4    3    0.9199    0.0540
    1    4    3    0.9238    8.0354
    1    4    3    0.9277    4.6208
    1    4    3    0.9316    3.2179
    1    4    3    0.9355    5.7517
    1    4    3    0.9395    6.2203
    1    4    3    0.9434    4.2090
    1    4    3    0.9473    5.7152
    1    4    3    0.9512    2.1023
    1    4    3    0.9551    3.0528
    1    4    3    0.9590    9.4319
    1    4    3    0.9629   -1.2530
    1    4    3    0.9668    4.7882
    1    4    3    0.9707    2.9708
    1    4    3    0.9746    1.2347
    1    4    3    0.9785    0.1460
    1    4    3    0.9824    2.5199
    1    4    3    0.9863    0.7837
    1    4    3    0.9902    1.2732
    1    4    3    0.9941    5.4099
    1    4    3    0.9980    3.7152
    1    4    4    0.0020   -1.0430
    1    4    4    0.0059    1.7029
    1    4    4    0.0098    0.2011
    1    4    4    0.0137    2.9597
    1    4    4    0.0176    2.4584
    1    4    4    0.0215    4.6392
    1    4    4    0.0254    4.2088
    1    4    4    0.0293    3.2559
    1    4    4    0.0332    3.0852
    1    4    4    0.0371    4.7984
    1    4    4    0.0410   -5.5068
    1    4    4    0.0449    1.9378
    1    4    4    0.0488    3.7976
    1    4    4    0.0527   -1.5271
    1    4    4    0.0566   -2.0613
    1    4    4    0.0605   -1.3676
    1    4    4    0.0645   -5.2076
    1    4    4    0.0684   -4.5740
    1    4    4    0.0723   -0.7804
    1    4    4    0.0762   -4.0820
    1    4    4    0.0801   -0.4734
    1    4    4    0.0840   -4.1788
    1    4    4    0.0879   -7.5379
    1    4    4    0.0918   -4.0923
    1    4    4    0.0957    0.5742
    1    4    4    0.0996   -2.8922
    1    4    4    0.1035   -4.3317
    1    4    4    0.1074   -2.4889
    1    4    4    0.1113   -2.2435
    1    4    4    0.1152   -0.8562
    1    4    4    0.1191   -2.8034
    1    4    4    0.1230   -4.8007
    1    4    4    0.1270   -7.6103
    1    4    4    0.1309   -2.7189
    1    4    4    0.1348   -3.2888
    1    4    4    0.1387   -5.6070
    1    4    4    0.1426   -6.9462
    1    4    4    0.1465   -6.6288
    1    4    4    0.1504   -6.2905
    1    4    4    0.1543    0.6556
    1    4    4    0.1582   -1.1366
    1    4    4    0.1621    0.0314
    1    4    4    0.1660    3.3864
    1    4    4    0.1699   -4.3562
    1    4    4    0.1738   -2.9204
    1    4    4    0.1777    4.2318
    1    4    4    0.1816   -3.7210
    1    4    4    0.1855    1.2199
    1    4    4    0.1895    1.9368
    1    4    4    0.1934    7.0240
    1    4    4    0.1973    0.3574
    1    4    4    0.2012   -1.7078
    1    4    4    0.2051   -0.9544
    1    4    4    0.2090    1.7226
    1    4    4    0.2129   -1.5135
    1    4    4    0.2168    0.9580
    1    4    4    0.2207    5.6582
    1    4    4    0.2246    5.3637
    1    4    4    0.2285    3.1411
    1    4    4    0.2324    6.0774
    1    4    4    0.2363    3.5002
    1    4    4    0.2402   -4.0127
    1    4    4    0.2441   -0.1470
    1    4    4    0.2480    3.0722
    1    4    4    0.2520    1.3442
    1    4    4    0.2559    1.4488
    1    4    4    0.2598   -5.2097
    1    4    4    0.2637   -3.5550
    1    4    4    0.2676   -5.9791
    1    4    4    0.2715   -3.2817
    1    4    4    0.2754   -8.7882
    1    4    4    0.2793    1.4152
    1    4    4    0.2832   -5.6344
    1    4    4    0.2871   -9.2068
    1    4    4    0.2910   -6.7263
    1    4    4    0.2949   -6.2974
    1    4    4    0.2988   -7.7267
    1    4    4    0.3027   -6.6937
    1    4    4    0.3066   -9.3185
    1    4    4    0.3105   -3.9694
    1    4    4    0.3145   -3.5049
    1    4    4    0.3184  -11.1322
    1    4    4    0.3223  -14.2332
    1    4    4    0.3262   -7.9069
    1    4    4    0.3301  -16.5298
    1    4    4    0.3340  -10.6629
    1    4    4    0.3379   -9.5051
    1    4    4    0.3418  -13.9833
    1    4    4    0.3457  -11.6962
    1    4    4    0.3496   -5.1757
    1    4    4    0.3535  -11.6026
    1    4    4    0.3574   -5.7210
    1    4    4    0.3613  -10.3786
    1    4    4    0.3652   -5.7270
    1    4    4    0.3691  -10.7746
    1    4    4    0.3730   -5.0533
    1    4    4    0.3770  -15.3483
    1    4    4    0.3809  -15.0723
    1    4    4    0.3848   -8.8964
    1    4    4    0.3887  -16.0074
    1    4    4    0.3926   -9.2013
    1    4    4    0.3965  -14.6528
    1    4    4    0.4004   -4.2645
    1    4    4    0.4043  -14.6510
    1    4    4    0.4082   -8.0906
    1    4    4    0.4121   -7.3503
    1    4    4    0.4160  -10.8992
    1    4    4    0.4199   -9.0001
    1    4    4    0.4238   -8.4231
    1    4    4    0.4277  -10.0538
    1    4    4    0.4316  -10.3321
    1    4    4    0.4355   -9.1984
    1    4    4    0.4395  -12.2910
    1    4    4    0.4434   -3.6237
    1    4    4    0.4473   -6.8482
    1    4    4    0.4512   -4.6097
    1    4    4    0.4551   -9.3004
    1    4    4    0.4590    3.3869
    1    4    4    0.4629   -2.0703
    1    4    4    0.4668   -2.6780
    1    4    4    0.4707    2.3221
    1    4    4    0.4746    5.7285
    1    4    4    0.4785   -2.1395
    1    4    4    0.4824   -5.7021
    1    4    4    0.4863   -3.3077
    1    4    4    0.4902   -0.5262
    1    4    4    0.4941   -1.2197
    1    4    4    0.4980    1.3486
    1    4    4    0.5020    6.9558
    1    4    4    0.5059    6.9479
    1    4    4    0.5098    7.8728
    1    4    4    0.5137    4.3955
    1    4    4    0.5176    7.5999
    1    4    4    0.5215    5.9504
    1    4    4    0.5254    9.0239
    1    4    4    0.5293    3.7685
    1    4    4    0.5332    9.0098
    1    4    4    0.5371    6.0492
    1    4    4    0.5410   -1.3327
    1    4    4    0.5449    4.3620
    1    4    4    0.5488   10.2567
    1    4    4    0.5527    7.9274
    1    4    4    0.5566    6.3316
    1    4    4    0.5605   -1.7140
    1    4    4    0.5645    1.0288
    1    4    4    0.5684    0.8123
    1    4    4    0.5723    1.2006
    1    4    4    0.5762    6.1028
    1    4    4    0.5801   -1.4267
    1    4    4    0.5840    5.3450
    1    4    4    0.5879    4.4667
    1    4    4    0.5918   -4.1078
    1    4    4    0.5957   -5.1654
    1    4    4    0.5996   -3.0071
    1    4    4    0.6035    0.7371
    1    4    4    0.6074   -8.9503
    1    4    4    0.6113   -2.7455
    1    4    4    0.6152  -10.4100
    1    4    4    0.6191   -6.6664
    1    4    4    0.6230   -9.5643
    1    4    4    0.6270   -9.7704
    1    4    4    0.6309  -13.7427
    1    4    4    0.6348   -8.9875
    1    4    4    0.6387  -14.8769
    1    4    4    0.6426  -10.2576
    1    4    4    0.6465   -5.1107
    1    4    4    0.6504   -7.3591
    1    4    4    0.6543  -12.2102
    1    4    4    0.6582   -7.5550
    1    4    4    0.6621   -7.0791
    1    4    4    0.6660   -3.7735
    1    4    4    0.6699   -4.5712
    1    4    4    0.6738   -8.0780
    1    4    4    0.6777   -9.3019
    1    4    4    0.6816   -5.6896
    1    4    4    0.6855   -2.7879
    1    4    4    0.6895   -6.0044
    1    4    4    0.6934   -4.4674
    1    4    4    0.6973   -4.8312
    1    4    4    0.7012   -8.6052
    1    4    4    0.7051   -7.4539
    1    4    4    0.7090   -1.8474
    1    4    4    0.7129   -4.4389
    1    4    4    0.7168   -3.2033
    1    4    4    0.7207   -5.3663
    1    4    4    0.7246   -0.5626
    1    4    4    0.7285   -4.2457
    1    4    4    0.7324    0.4377
    1    4    4    0.7363   -3.2904
    1    4    4    0.7402    3.6802
    1    4    4    0.7441   -0.2662
    1    4    4    0.7480   -3.2667
    1    4    4    0.7520   -0.4987
    1    4    4    0.7559    1.6826
    1    4    4    0.7598   -5.5416
    1    4    4    0.7637   -5.8931
    1    4    4    0.7676   -3.0040
    1    4    4    0.7715   -2.9810
    1    4    4    0.7754    0.6994
    1    4    4    0.7793   -7.1059
    1    4    4    0.7832   -7.1552
    1    4    4    0.7871   -2.8936
    1    4    4    0.7910   -5.7464
    1    4    4    0.7949   -8.0788
    1    4    4    0.7988   -2.5954
    1    4    4    0.8027   -3.2877
    1    4    4    0.8066  -11.1598
    1    4    4    0.8105   -7.5548
    1    4    4    0.8145   -8.8574
    1    4    4    0.8184  -10.0402
    1    4    4    0.8223   -7.8933
    1    4    4    0.8262   -5.4691
    1    4    4    0.8301   -4.9864
    1    4    4    0.8340   -7.0782
    1    4    4    0.8379   -9.9281
    1    4    4    0.8418  -10.4669
    1    4    4    0.8457   -8.4824
    1    4    4    0.8496   -6.7298
    1    4    4    0.8535   -9.1425
    1    4    4    0.8574   -7.3470
    1    4    4    0.8613   -8.9950
    1    4    4    0.8652   -8.1965
    1    4    4    0.8691   -7.9566
    1    4    4    0.8730   -4.1172
    1    4    4    0.8770   -9.6102
    1    4    4    0.8809  -12.6004
    1    4    4    0.8848   -2.4083
    1    4    4    0.8887   -3.3154
    1    4    4    0.8926   -6.5090
    1    4    4    0.8965   -1.2724
    1    4    4    0.9004   -6.2453
    1    4    4    0.9043   -7.6084
    1    4    4    0.9082   -5.2632
    1    4    4    0.9121   -7.2105
    1    4    4    0.9160  -11.2734
    1    4    4    0.9199   -9.2624
    1    4    4    0.9238   -9.8232
    1    4    4    0.9277   -9.1187
    1    4    4    0.9316   -7.4851
    1    4    4    0.9355   -2.5261
    1    4    4    0.9395    0.1195
    1    4    4    0.9434   -5.7956
    1    4    4    0.9473   -1.7600
    1    4    4    0.9512   -4.1019
    1    4    4    0.9551   -1.0262
    1    4    4    0.9590   -4.3648
    1    4    4    0.9629   -5.3831
    1    4    4    0.9668   -0.5889
    1    4    4    0.9707   -2.9447
    1    4    4    0.9746   -5.1213
    1    4    4    0.9785  -10.0007
    1    4    4    0.9824   -6.9088
    1    4    4    0.9863   -4.2573
    1    4    4    0.9902   -3.8749
    1    4    4    0.9941   -4.0196
    1    4    4    0.9980   -6.9022
    1    4    5    0.0020    1.0444
    1    4    5    0.0059    1.0539
    1    4    5    0.0098   -0.9811
    1    4    5    0.0137    1.4906
    1    4    5    0.0176    0.1469
    1    4    5    0.0215    2.3064
    1    4    5    0.0254    0.4181
    1    4    5    0.0293   -3.4320
    1    4    5    0.0332   -3.5130
    1    4    5    0.0371    3.2676
    1    4    5    0.0410   -2.8964
    1    4    5    0.0449    2.3714
    1    4    5    0.0488    3.6951
    1    4    5    0.0527   -4.4507
    1    4    5    0.0566   -1.8027
    1    4    5    0.0605    0.4354
    1    4    5    0.0645   -0.3193
    1    4    5    0.0684   -1.8989
    1    4    5    0.0723   -5.6011
    1    4    5    0.0762    0.2390
    1    4    5    0.0801    7.7845
    1    4    5    0.0840    0.9570
    1    4    5    0.0879    0.9507
    1    4    5    0.0918    2.9870
    1    4    5    0.0957    2.2408
    1    4    5    0.0996    0.1902
    1    4    5    0.1035    1.4446
    1    4    5    0.1074    7.9744
    1    4    5    0.1113    7.6558
    1    4    5    0.1152    8.6409
    1    4    5    0.1191    3.9182
    1    4    5    0.1230    7.4444
    1    4    5    0.1270    5.3416
    1    4    5    0.1309    4.6905
    1    4    5    0.1348   15.0753
